/* DATA DESCRIPTION:
Citation:	Wirth, Stefanie B; Glur, Lukas; Gilli, Adrian; Anselmetti, Flavio S (2013): Holocene flood activity data for the Northern and Southern Central Alps reconstructed from lake sediments. PANGAEA, https://doi.org/10.1594/PANGAEA.823415, 
	In supplement to: Wirth, SB et al. (2013): Holocene flood frequency across the Central Alps - solar forcing and evidence for variations in North Atlantic atmospheric circulation. Quaternary Science Reviews, 80, 112-128, https://doi.org/10.1016/j.quascirev.2013.09.002
Parameter(s):	AGE [ka BP] (Age) * GEOCODE
	Flood activity [%] (Flood act) * PI: Wirth, Stefanie B (https://orcid.org/0000-0002-1276-8506, stefanie.wirth@alumni.ethz.ch) * METHOD/DEVICE: Lowpass filtered, 100a * COMMENT: Northern Alps (optional Event Labels N1 to N10)
	Flood activity [%] (Flood act) * PI: Wirth, Stefanie B (https://orcid.org/0000-0002-1276-8506, stefanie.wirth@alumni.ethz.ch) * METHOD/DEVICE: Lowpass filtered, 100a * COMMENT: Southern Alps (optional Event Labels S1 to S5)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	20122 data points
*/
Age [ka BP]	Flood act [%] (Northern Alps (optional Event...)	Flood act [%] (Southern Alps (optional Event...)
6.622	22.68	6.66
6.623	22.79	6.88
6.624	22.92	7.11
6.625	23.09	7.35
6.626	23.27	7.60
6.627	23.48	7.84
6.628	23.72	8.10
6.629	23.97	8.35
6.630	24.25	8.61
6.631	24.55	8.87
6.632	24.86	9.13
6.633	25.19	9.38
6.634	25.53	9.64
6.635	25.88	9.90
6.636	26.25	10.16
6.637	26.63	10.42
6.638	27.02	10.68
6.639	27.42	10.94
6.640	27.84	11.20
6.641	28.27	11.46
6.642	28.71	11.72
6.643	29.15	11.98
6.644	29.61	12.23
6.645	30.07	12.49
6.646	30.54	12.74
6.647	31.00	12.98
6.648	31.48	13.22
6.649	31.95	13.45
6.650	32.43	13.67
6.651	32.91	13.88
6.652	33.38	14.09
6.653	33.85	14.29
6.654	34.31	14.48
6.655	34.75	14.66
6.656	35.17	14.83
6.657	35.58	15.00
6.658	35.96	15.16
6.659	36.32	15.32
6.660	36.66	15.46
6.661	36.97	15.61
6.662	37.26	15.75
6.663	37.52	15.90
6.664	37.74	16.04
6.665	37.94	16.19
6.666	38.11	16.33
6.667	38.24	16.48
6.668	38.35	16.63
6.669	38.42	16.79
6.670	38.46	16.95
6.671	38.46	17.11
6.672	38.43	17.28
6.673	38.37	17.45
6.674	38.28	17.62
6.675	38.16	17.80
6.676	38.02	17.99
6.677	37.87	18.17
6.678	37.70	18.36
6.679	37.53	18.55
6.680	37.35	18.74
6.681	37.18	18.94
6.682	37.01	19.14
6.683	36.84	19.35
6.684	36.68	19.57
6.685	36.53	19.80
6.686	36.38	20.03
6.687	36.24	20.27
6.688	36.11	20.53
6.689	35.97	20.79
6.690	35.84	21.05
6.691	35.70	21.33
6.692	35.56	21.61
6.693	35.41	21.89
6.694	35.25	22.17
6.695	35.08	22.46
6.696	34.90	22.74
6.697	34.70	23.03
6.698	34.47	23.31
6.699	34.21	23.59
6.700	33.93	23.86
6.701	33.62	24.13
6.702	33.29	24.39
6.703	32.92	24.63
6.704	32.54	24.87
6.705	32.13	25.08
6.706	31.70	25.28
6.707	31.25	25.46
6.708	30.78	25.62
6.709	30.29	25.75
6.710	29.77	25.86
6.711	29.23	25.94
6.712	28.67	25.99
6.713	28.09	26.01
6.714	27.51	26.00
6.715	26.92	25.95
6.716	26.33	25.87
6.717	25.74	25.75
6.718	25.16	25.59
6.719	24.59	25.39
6.720	24.03	25.15
6.721	23.49	24.87
6.722	22.97	24.55
6.723	22.47	24.18
6.724	21.98	23.79
6.725	21.52	23.36
6.726	21.07	22.91
6.727	20.65	22.44
6.728	20.25	21.95
6.729	19.86	21.45
6.730	19.49	20.94
6.731	19.13	20.42
6.732	18.79	19.89
6.733	18.45	19.36
6.734	18.12	18.83
6.735	17.79	18.30
6.736	17.45	17.77
6.737	17.12	17.25
6.738	16.78	16.73
6.739	16.43	16.21
6.740	16.08	15.70
6.741	15.73	15.19
6.742	15.38	14.69
6.743	15.02	14.20
6.744	14.66	13.71
6.745	14.30	13.23
6.746	13.93	12.76
6.747	13.56	12.31
6.748	13.18	11.86
6.749	12.79	11.42
6.750	12.40	11.00
6.751	12.00	10.59
6.752	11.60	10.19
6.753	11.18	9.80
6.754	10.76	9.43
6.755	10.32	9.07
6.756	9.87	8.73
6.757	9.42	8.41
6.758	8.95	8.10
6.759	8.49	7.81
6.760	8.02	7.54
6.761	7.57	7.29
6.762	7.11	7.05
6.763	6.67	6.84
6.764	6.25	6.64
6.765	5.83	6.47
6.766	5.44	6.31
6.767	5.06	6.17
6.768	4.71	6.05
6.769	4.38	5.95
6.770	4.07	5.87
6.771	3.79	5.80
6.772	3.54	5.75
6.773	3.31	5.71
6.774	3.12	5.69
6.775	2.95	5.68
6.776	2.82	5.68
6.777	2.71	5.70
6.778	2.64	5.72
6.779	2.59	5.75
6.780	2.58	5.79
6.781	2.60	5.84
6.782	2.65	5.89
6.783	2.73	5.95
6.784	2.84	6.01
6.785	2.98	6.08
6.786	3.15	6.16
6.787	3.35	6.24
6.788	3.57	6.32
6.789	3.82	6.40
6.790	4.09	6.48
6.791	4.39	6.57
6.792	4.71	6.65
6.793	5.04	6.74
6.794	5.39	6.82
6.795	5.76	6.91
6.796	6.14	7.00
6.797	6.53	7.09
6.798	6.93	7.18
6.799	7.33	7.26
6.800	7.73	7.35
6.801	8.13	7.43
6.802	8.53	7.51
6.803	8.91	7.58
6.804	9.29	7.66
6.805	9.64	7.73
6.806	9.98	7.80
6.807	10.31	7.87
6.808	10.61	7.93
6.809	10.89	7.99
6.810	11.15	8.05
6.811	11.39	8.11
6.812	11.61	8.16
6.813	11.81	8.21
6.814	11.98	8.27
6.815	12.13	8.32
6.816	12.26	8.37
6.817	12.37	8.42
6.818	12.45	8.48
6.819	12.51	8.54
6.820	12.56	8.60
6.821	12.58	8.66
6.822	12.59	8.73
6.823	12.58	8.80
6.824	12.57	8.87
6.825	12.54	8.94
6.826	12.51	9.02
6.827	12.47	9.09
6.828	12.42	9.17
6.829	12.37	9.25
6.830	12.31	9.33
6.831	12.26	9.41
6.832	12.19	9.49
6.833	12.13	9.57
6.834	12.05	9.65
6.835	11.98	9.74
6.836	11.89	9.84
6.837	11.80	9.93
6.838	11.69	10.04
6.839	11.58	10.15
6.840	11.44	10.27
6.841	11.30	10.39
6.842	11.13	10.52
6.843	10.94	10.66
6.844	10.73	10.81
6.845	10.50	10.96
6.846	10.24	11.12
6.847	9.97	11.29
6.848	9.69	11.47
6.849	9.39	11.64
6.850	9.08	11.83
6.851	8.76	12.01
6.852	8.44	12.19
6.853	8.11	12.38
6.854	7.78	12.56
6.855	7.45	12.74
6.856	7.12	12.91
6.857	6.79	13.08
6.858	6.46	13.24
6.859	6.13	13.40
6.860	5.80	13.55
6.861	5.48	13.70
6.862	5.16	13.83
6.863	4.84	13.96
6.864	4.52	14.08
6.865	4.21	14.20
6.866	3.90	14.30
6.867	3.59	14.40
6.868	3.29	14.49
6.869	3.00	14.58
6.870	2.72	14.66
6.871	2.46	14.73
6.872	2.21	14.80
6.873	1.98	14.86
6.874	1.76	14.91
6.875	1.56	14.96
6.876	1.38	15.00
6.877	1.22	15.03
6.878	1.09	15.06
6.879	0.97	15.07
6.880	0.88	15.08
6.881	0.81	15.08
6.882	0.76	15.06
6.883	0.74	15.04
6.884	0.74	15.00
6.885	0.76	14.95
6.886	0.81	14.88
6.887	0.88	14.80
6.888	0.98	14.70
6.889	1.09	14.58
6.890	1.23	14.44
6.891	1.39	14.28
6.892	1.57	14.11
6.893	1.77	13.92
6.894	1.99	13.71
6.895	2.23	13.49
6.896	2.49	13.26
6.897	2.76	13.01
6.898	3.04	12.76
6.899	3.34	12.50
6.900	3.66	12.23
6.901	3.99	11.96
6.902	4.33	11.68
6.903	4.69	11.39
6.904	5.07	11.11
6.905	5.46	10.81
6.906	5.86	10.52
6.907	6.28	10.23
6.908	6.71	9.95
6.909	7.14	9.66
6.910	7.59	9.38
6.911	8.05	9.11
6.912	8.51	8.84
6.913	8.98	8.59
6.914	9.45	8.34
6.915	9.92	8.11
6.916	10.39	7.89
6.917	10.86	7.69
6.918	11.32	7.49
6.919	11.79	7.32
6.920	12.24	7.16
6.921	12.69	7.01
6.922	13.13	6.88
6.923	13.55	6.77
6.924	13.97	6.67
6.925	14.36	6.59
6.926	14.73	6.53
6.927	15.08	6.48
6.928	15.41	6.44
6.929	15.72	6.42
6.930	16.00	6.42
6.931	16.26	6.43
6.932	16.50	6.45
6.933	16.72	6.49
6.934	16.92	6.53
6.935	17.11	6.59
6.936	17.27	6.65
6.937	17.43	6.72
6.938	17.56	6.80
6.939	17.69	6.88
6.940	17.80	6.97
6.941	17.90	7.06
6.942	17.98	7.15
6.943	18.06	7.25
6.944	18.13	7.35
6.945	18.19	7.45
6.946	18.24	7.56
6.947	18.29	7.66
6.948	18.33	7.77
6.949	18.37	7.88
6.950	18.40	7.99
6.951	18.42	8.10
6.952	18.44	8.21
6.953	18.46	8.33
6.954	18.47	8.44
6.955	18.47	8.56
6.956	18.48	8.68
6.957	18.47	8.80
6.958	18.46	8.92
6.959	18.44	9.04
6.960	18.40	9.16
6.961	18.36	9.29
6.962	18.30	9.41
6.963	18.22	9.54
6.964	18.13	9.66
6.965	18.02	9.78
6.966	17.91	9.91
6.967	17.78	10.03
6.968	17.66	10.16
6.969	17.52	10.29
6.970	17.39	10.42
6.971	17.26	10.55
6.972	17.13	10.68
6.973	17.00	10.82
6.974	16.87	10.95
6.975	16.74	11.07
6.976	16.61	11.20
6.977	16.49	11.32
6.978	16.36	11.44
6.979	16.23	11.56
6.980	16.10	11.66
6.981	15.98	11.77
6.982	15.86	11.86
6.983	15.75	11.95
6.984	15.64	12.03
6.985	15.54	12.11
6.986	15.45	12.17
6.987	15.36	12.24
6.988	15.29	12.29
6.989	15.21	12.34
6.990	15.15	12.38
6.991	15.08	12.41
6.992	15.02	12.43
6.993	14.96	12.44
6.994	14.90	12.44
6.995	14.83	12.43
6.996	14.75	12.40
6.997	14.66	12.37
6.998	14.55	12.33
6.999	14.42	12.28
7.000	14.28	12.23
7.001	14.12	12.17
7.002	13.94	12.10
7.003	13.75	12.04
7.004	13.55	11.97
7.005	13.33	11.90
7.006	13.11	11.83
7.007	12.88	11.76
7.008	12.64	11.70
7.009	12.40	11.64
7.010	12.15	11.58
7.011	11.91	11.52
7.012	11.66	11.47
7.013	11.42	11.42
7.014	11.19	11.37
7.015	10.96	11.33
7.016	10.73	11.29
7.017	10.51	11.25
7.018	10.29	11.23
7.019	10.07	11.20
7.020	9.86	11.19
7.021	9.66	11.18
7.022	9.45	11.19
7.023	9.25	11.20
7.024	9.04	11.22
7.025	8.83	11.25
7.026	8.62	11.29
7.027	8.40	11.34
7.028	8.18	11.41
7.029	7.96	11.48
7.030	7.73	11.57
7.031	7.51	11.67
7.032	7.28	11.79
7.033	7.06	11.91
7.034	6.84	12.05
7.035	6.63	12.20
7.036	6.43	12.37
7.037	6.25	12.54
7.038	6.07	12.73
7.039	5.92	12.92
7.040	5.78	13.12
7.041	5.65	13.34
7.042	5.55	13.56
7.043	5.46	13.79
7.044	5.40	14.03
7.045	5.36	14.28
7.046	5.33	14.53
7.047	5.33	14.79
7.048	5.35	15.05
7.049	5.39	15.31
7.050	5.45	15.58
7.051	5.53	15.85
7.052	5.63	16.12
7.053	5.74	16.40
7.054	5.87	16.67
7.055	6.02	16.95
7.056	6.19	17.22
7.057	6.38	17.50
7.058	6.58	17.78
7.059	6.80	18.05
7.060	7.04	18.32
7.061	7.30	18.59
7.062	7.57	18.85
7.063	7.86	19.11
7.064	8.16	19.36
7.065	8.48	19.60
7.066	8.81	19.84
7.067	9.15	20.06
7.068	9.50	20.27
7.069	9.86	20.47
7.070	10.22	20.66
7.071	10.58	20.83
7.072	10.95	20.99
7.073	11.31	21.14
7.074	11.67	21.27
7.075	12.03	21.39
7.076	12.38	21.50
7.077	12.73	21.60
7.078	13.07	21.69
7.079	13.41	21.76
7.080	13.74	21.83
7.081	14.06	21.88
7.082	14.38	21.92
7.083	14.68	21.94
7.084	14.98	21.95
7.085	15.28	21.94
7.086	15.56	21.92
7.087	15.84	21.88
7.088	16.11	21.83
7.089	16.37	21.77
7.090	16.63	21.69
7.091	16.88	21.60
7.092	17.12	21.50
7.093	17.36	21.39
7.094	17.59	21.26
7.095	17.80	21.13
7.096	18.01	21.00
7.097	18.19	20.85
7.098	18.36	20.71
7.099	18.51	20.56
7.100	18.63	20.41
7.101	18.73	20.25
7.102	18.79	20.10
7.103	18.81	19.95
7.104	18.80	19.80
7.105	18.76	19.66
7.106	18.68	19.51
7.107	18.59	19.36
7.108	18.47	19.22
7.109	18.35	19.08
7.110	18.22	18.94
7.111	18.09	18.81
7.112	17.96	18.67
7.113	17.84	18.54
7.114	17.73	18.41
7.115	17.64	18.27
7.116	17.56	18.14
7.117	17.51	18.01
7.118	17.48	17.88
7.119	17.47	17.75
7.120	17.49	17.61
7.121	17.53	17.48
7.122	17.61	17.35
7.123	17.71	17.21
7.124	17.84	17.09
7.125	18.00	16.96
7.126	18.19	16.84
7.127	18.40	16.73
7.128	18.65	16.62
7.129	18.91	16.52
7.130	19.21	16.42
7.131	19.52	16.33
7.132	19.87	16.24
7.133	20.23	16.16
7.134	20.62	16.08
7.135	21.02	16.00
7.136	21.45	15.92
7.137	21.88	15.84
7.138	22.33	15.76
7.139	22.79	15.68
7.140	23.24	15.59
7.141	23.70	15.50
7.142	24.15	15.41
7.143	24.58	15.31
7.144	25.00	15.20
7.145	25.40	15.08
7.146	25.79	14.96
7.147	26.15	14.83
7.148	26.49	14.69
7.149	26.80	14.56
7.150	27.10	14.41
7.151	27.38	14.26
7.152	27.64	14.11
7.153	27.88	13.96
7.154	28.10	13.80
7.155	28.30	13.64
7.156	28.48	13.48
7.157	28.64	13.33
7.158	28.78	13.17
7.159	28.89	13.01
7.160	28.99	12.86
7.161	29.07	12.71
7.162	29.14	12.56
7.163	29.19	12.42
7.164	29.22	12.28
7.165	29.23	12.14
7.166	29.23	12.01
7.167	29.21	11.88
7.168	29.19	11.76
7.169	29.15	11.64
7.170	29.09	11.53
7.171	29.02	11.42
7.172	28.93	11.31
7.173	28.82	11.21
7.174	28.70	11.10
7.175	28.54	11.00
7.176	28.36	10.89
7.177	28.16	10.78
7.178	27.92	10.67
7.179	27.66	10.55
7.180	27.38	10.44
7.181	27.08	10.32
7.182	26.76	10.20
7.183	26.44	10.09
7.184	26.10	9.97
7.185	25.76	9.86
7.186	25.42	9.74
7.187	25.08	9.62
7.188	24.75	9.51
7.189	24.42	9.40
7.190	24.09	9.29
7.191	23.78	9.19
7.192	23.47	9.09
7.193	23.17	8.99
7.194	22.88	8.90
7.195	22.61	8.81
7.196	22.34	8.73
7.197	22.08	8.66
7.198	21.84	8.60
7.199	21.61	8.55
7.200	21.38	8.50
7.201	21.17	8.47
7.202	20.96	8.44
7.203	20.75	8.42
7.204	20.55	8.41
7.205	20.35	8.41
7.206	20.14	8.41
7.207	19.94	8.42
7.208	19.73	8.44
7.209	19.52	8.46
7.210	19.32	8.49
7.211	19.13	8.52
7.212	18.93	8.55
7.213	18.74	8.58
7.214	18.56	8.61
7.215	18.38	8.63
7.216	18.20	8.65
7.217	18.02	8.66
7.218	17.85	8.66
7.219	17.67	8.66
7.220	17.50	8.64
7.221	17.33	8.62
7.222	17.16	8.59
7.223	16.99	8.55
7.224	16.83	8.50
7.225	16.67	8.45
7.226	16.52	8.39
7.227	16.36	8.32
7.228	16.21	8.25
7.229	16.06	8.18
7.230	15.91	8.11
7.231	15.75	8.04
7.232	15.59	7.96
7.233	15.42	7.90
7.234	15.25	7.83
7.235	15.07	7.77
7.236	14.87	7.72
7.237	14.67	7.68
7.238	14.45	7.64
7.239	14.21	7.61
7.240	13.96	7.58
7.241	13.68	7.57
7.242	13.39	7.56
7.243	13.09	7.57
7.244	12.78	7.58
7.245	12.46	7.60
7.246	12.14	7.63
7.247	11.82	7.66
7.248	11.50	7.70
7.249	11.19	7.75
7.250	10.88	7.81
7.251	10.59	7.86
7.252	10.30	7.93
7.253	10.03	8.00
7.254	9.77	8.08
7.255	9.53	8.16
7.256	9.31	8.24
7.257	9.10	8.34
7.258	8.91	8.43
7.259	8.74	8.53
7.260	8.59	8.63
7.261	8.45	8.73
7.262	8.33	8.83
7.263	8.23	8.94
7.264	8.14	9.04
7.265	8.07	9.15
7.266	8.03	9.26
7.267	8.00	9.38
7.268	7.99	9.50
7.269	7.99	9.63
7.270	8.02	9.76
7.271	8.07	9.89
7.272	8.14	10.04
7.273	8.22	10.19
7.274	8.32	10.35
7.275	8.43	10.51
7.276	8.57	10.69
7.277	8.72	10.88
7.278	8.89	11.07
7.279	9.08	11.28
7.280	9.29	11.49
7.281	9.51	11.71
7.282	9.75	11.94
7.283	10.00	12.17
7.284	10.27	12.41
7.285	10.55	12.66
7.286	10.85	12.91
7.287	11.15	13.16
7.288	11.45	13.40
7.289	11.77	13.65
7.290	12.08	13.90
7.291	12.39	14.14
7.292	12.69	14.37
7.293	12.99	14.60
7.294	13.28	14.82
7.295	13.56	15.04
7.296	13.82	15.24
7.297	14.08	15.43
7.298	14.32	15.62
7.299	14.54	15.79
7.300	14.75	15.96
7.301	14.95	16.12
7.302	15.13	16.28
7.303	15.30	16.42
7.304	15.47	16.56
7.305	15.63	16.69
7.306	15.79	16.81
7.307	15.95	16.93
7.308	16.11	17.04
7.309	16.28	17.15
7.310	16.46	17.25
7.311	16.65	17.34
7.312	16.84	17.42
7.313	17.04	17.49
7.314	17.25	17.55
7.315	17.47	17.59
7.316	17.70	17.63
7.317	17.94	17.64
7.318	18.18	17.64
7.319	18.42	17.62
7.320	18.67	17.59
7.321	18.91	17.53
7.322	19.15	17.45
7.323	19.38	17.35
7.324	19.61	17.22
7.325	19.82	17.08
7.326	20.03	16.91
7.327	20.23	16.72
7.328	20.43	16.51
7.329	20.62	16.28
7.330	20.81	16.03
7.331	21.00	15.75
7.332	21.18	15.45
7.333	21.36	15.13
7.334	21.54	14.79
7.335	21.71	14.43
7.336	21.89	14.05
7.337	22.06	13.65
7.338	22.23	13.24
7.339	22.40	12.82
7.340	22.56	12.39
7.341	22.71	11.96
7.342	22.85	11.54
7.343	22.97	11.11
7.344	23.07	10.68
7.345	23.15	10.27
7.346	23.21	9.85
7.347	23.25	9.45
7.348	23.25	9.06
7.349	23.22	8.69
7.350	23.17	8.32
7.351	23.09	7.98
7.352	22.99	7.64
7.353	22.87	7.33
7.354	22.74	7.03
7.355	22.60	6.75
7.356	22.46	6.49
7.357	22.32	6.25
7.358	22.17	6.03
7.359	22.03	5.82
7.360	21.90	5.64
7.361	21.77	5.48
7.362	21.64	5.34
7.363	21.53	5.22
7.364	21.42	5.12
7.365	21.32	5.03
7.366	21.22	4.97
7.367	21.12	4.93
7.368	21.04	4.90
7.369	20.95	4.89
7.370	20.86	4.90
7.371	20.78	4.92
7.372	20.69	4.96
7.373	20.61	5.02
7.374	20.52	5.09
7.375	20.42	5.17
7.376	20.31	5.26
7.377	20.20	5.36
7.378	20.07	5.47
7.379	19.92	5.59
7.380	19.76	5.72
7.381	19.58	5.86
7.382	19.38	6.01
7.383	19.17	6.17
7.384	18.94	6.34
7.385	18.69	6.52
7.386	18.44	6.71
7.387	18.18	6.91
7.388	17.91	7.11
7.389	17.65	7.33
7.390	17.39	7.55
7.391	17.13	7.78
7.392	16.87	8.02
7.393	16.63	8.26
7.394	16.38	8.50
7.395	16.15	8.75
7.396	15.93	9.00
7.397	15.72	9.26
7.398	15.52	9.51
7.399	15.33	9.77
7.400	15.17	10.03
7.401	15.01	10.29
7.402	14.88	10.55
7.403	14.75	10.81
7.404	14.65	11.06
7.405	14.55	11.31
7.406	14.48	11.55
7.407	14.42	11.79
7.408	14.38	12.01
7.409	14.35	12.22
7.410	14.34	12.42
7.411	14.35	12.60
7.412	14.37	12.76
7.413	14.41	12.91
7.414	14.46	13.05
7.415	14.52	13.17
7.416	14.61	13.28
7.417	14.71	13.38
7.418	14.82	13.47
7.419	14.95	13.56
7.420	15.10	13.64
7.421	15.27	13.72
7.422	15.45	13.80
7.423	15.64	13.89
7.424	15.84	13.97
7.425	16.05	14.06
7.426	16.27	14.15
7.427	16.49	14.25
7.428	16.71	14.36
7.429	16.93	14.46
7.430	17.14	14.58
7.431	17.34	14.70
7.432	17.53	14.82
7.433	17.72	14.94
7.434	17.89	15.07
7.435	18.07	15.20
7.436	18.23	15.33
7.437	18.39	15.45
7.438	18.54	15.58
7.439	18.68	15.70
7.440	18.81	15.82
7.441	18.93	15.93
7.442	19.04	16.04
7.443	19.14	16.14
7.444	19.22	16.23
7.445	19.27	16.31
7.446	19.31	16.39
7.447	19.33	16.45
7.448	19.33	16.51
7.449	19.30	16.56
7.450	19.26	16.61
7.451	19.19	16.66
7.452	19.11	16.70
7.453	19.01	16.74
7.454	18.90	16.78
7.455	18.78	16.82
7.456	18.66	16.87
7.457	18.53	16.91
7.458	18.41	16.94
7.459	18.29	16.98
7.460	18.17	17.01
7.461	18.06	17.04
7.462	17.96	17.07
7.463	17.87	17.08
7.464	17.79	17.09
7.465	17.72	17.10
7.466	17.68	17.09
7.467	17.64	17.08
7.468	17.63	17.07
7.469	17.63	17.05
7.470	17.65	17.03
7.471	17.69	17.01
7.472	17.75	16.99
7.473	17.82	16.96
7.474	17.90	16.94
7.475	18.00	16.91
7.476	18.10	16.88
7.477	18.21	16.85
7.478	18.32	16.81
7.479	18.44	16.78
7.480	18.56	16.73
7.481	18.69	16.69
7.482	18.82	16.64
7.483	18.96	16.59
7.484	19.11	16.54
7.485	19.26	16.48
7.486	19.43	16.42
7.487	19.61	16.36
7.488	19.80	16.28
7.489	20.00	16.21
7.490	20.21	16.12
7.491	20.44	16.03
7.492	20.69	15.94
7.493	20.95	15.84
7.494	21.24	15.73
7.495	21.55	15.63
7.496	21.89	15.52
7.497	22.25	15.41
7.498	22.64	15.31
7.499	23.07	15.20
7.500	23.54	15.10
7.501	24.05	15.00
7.502	24.59	14.90
7.503	25.18	14.82
7.504	25.82	14.74
7.505	26.50	14.67
7.506	27.22	14.61
7.507	27.99	14.57
7.508	28.80	14.53
7.509	29.65	14.51
7.510	30.54	14.49
7.511	31.46	14.49
7.512	32.42	14.50
7.513	33.41	14.52
7.514	34.42	14.55
7.515	35.46	14.59
7.516	36.51	14.63
7.517	37.56	14.68
7.518	38.62	14.74
7.519	39.67	14.80
7.520	40.70	14.87
7.521	41.71	14.94
7.522	42.69	15.01
7.523	43.62	15.08
7.524	44.49	15.15
7.525	45.30	15.21
7.526	46.03	15.27
7.527	46.67	15.32
7.528	47.23	15.36
7.529	47.69	15.39
7.530	48.07	15.41
7.531	48.37	15.42
7.532	48.59	15.42
7.533	48.75	15.40
7.534	48.86	15.37
7.535	48.91	15.33
7.536	48.92	15.28
7.537	48.89	15.21
7.538	48.82	15.13
7.539	48.73	15.04
7.540	48.61	14.93
7.541	48.47	14.81
7.542	48.30	14.67
7.543	48.11	14.52
7.544	47.90	14.36
7.545	47.67	14.18
7.546	47.43	14.00
7.547	47.19	13.81
7.548	46.93	13.61
7.549	46.67	13.41
7.550	46.40	13.21
7.551	46.13	13.01
7.552	45.86	12.81
7.553	45.57	12.61
7.554	45.28	12.42
7.555	44.97	12.23
7.556	44.65	12.05
7.557	44.30	11.88
7.558	43.93	11.71
7.559	43.52	11.55
7.560	43.09	11.40
7.561	42.61	11.25
7.562	42.10	11.11
7.563	41.54	10.98
7.564	40.94	10.85
7.565	40.29	10.72
7.566	39.59	10.60
7.567	38.84	10.48
7.568	38.05	10.37
7.569	37.20	10.25
7.570	36.33	10.13
7.571	35.41	10.00
7.572	34.48	9.87
7.573	33.52	9.73
7.574	32.56	9.58
7.575	31.58	9.43
7.576	30.61	9.26
7.577	29.63	9.08
7.578	28.66	8.89
7.579	27.71	8.69
7.580	26.76	8.49
7.581	25.83	8.27
7.582	24.92	8.06
7.583	24.03	7.84
7.584	23.17	7.61
7.585	22.33	7.39
7.586	21.52	7.16
7.587	20.75	6.93
7.588	20.01	6.70
7.589	19.30	6.48
7.590	18.62	6.25
7.591	17.99	6.03
7.592	17.39	5.80
7.593	16.84	5.58
7.594	16.33	5.36
7.595	15.87	5.14
7.596	15.46	4.92
7.597	15.09	4.71
7.598	14.77	4.50
7.599	14.50	4.29
7.600	14.28	4.08
7.601	14.11	3.88
7.602	13.98	3.69
7.603	13.90	3.50
7.604	13.86	3.31
7.605	13.86	3.14
7.606	13.90	2.97
7.607	13.98	2.81
7.608	14.10	2.65
7.609	14.24	2.51
7.610	14.41	2.37
7.611	14.61	2.24
7.612	14.83	2.11
7.613	15.06	2.00
7.614	15.30	1.89
7.615	15.55	1.79
7.616	15.80	1.70
7.617	16.04	1.62
7.618	16.28	1.54
7.619	16.49	1.48
7.620	16.68	1.42
7.621	16.85	1.36
7.622	16.98	1.32
7.623	17.07	1.28
7.624	17.13	1.25
7.625	17.14	1.22
7.626	17.10	1.20
7.627	17.02	1.19
7.628	16.90	1.18
7.629	16.75	1.17
7.630	16.57	1.18
7.631	16.37	1.18
7.632	16.16	1.19
7.633	15.93	1.20
7.634	15.71	1.22
7.635	15.48	1.24
7.636	15.26	1.26
7.637	15.05	1.28
7.638	14.85	1.31
7.639	14.67	1.34
7.640	14.51	1.37
7.641	14.38	1.40
7.642	14.27	1.44
7.643	14.19	1.49
7.644	14.14	1.54
7.645	14.12	1.60
7.646	14.13	1.67
7.647	14.18	1.74
7.648	14.26	1.82
7.649	14.38	1.91
7.650	14.53	2.01
7.651	14.72	2.12
7.652	14.94	2.23
7.653	15.20	2.36
7.654	15.48	2.50
7.655	15.80	2.64
7.656	16.15	2.80
7.657	16.52	2.97
7.658	16.92	3.14
7.659	17.33	3.33
7.660	17.77	3.53
7.661	18.22	3.74
7.662	18.68	3.96
7.663	19.14	4.19
7.664	19.61	4.43
7.665	20.07	4.68
7.666	20.52	4.94
7.667	20.95	5.21
7.668	21.37	5.49
7.669	21.78	5.78
7.670	22.16	6.07
7.671	22.53	6.37
7.672	22.88	6.68
7.673	23.21	6.99
7.674	23.51	7.30
7.675	23.81	7.62
7.676	24.09	7.94
7.677	24.37	8.26
7.678	24.64	8.59
7.679	24.90	8.92
7.680	25.17	9.25
7.681	25.44	9.59
7.682	25.71	9.94
7.683	25.98	10.28
7.684	26.25	10.63
7.685	26.53	10.98
7.686	26.81	11.33
7.687	27.10	11.67
7.688	27.39	12.02
7.689	27.69	12.37
7.690	27.99	12.71
7.691	28.29	13.04
7.692	28.59	13.36
7.693	28.89	13.68
7.694	29.19	13.98
7.695	29.48	14.28
7.696	29.75	14.56
7.697	30.01	14.83
7.698	30.24	15.09
7.699	30.45	15.33
7.700	30.63	15.56
7.701	30.78	15.78
7.702	30.90	15.97
7.703	30.98	16.15
7.704	31.03	16.31
7.705	31.05	16.44
7.706	31.04	16.55
7.707	31.01	16.63
7.708	30.94	16.69
7.709	30.85	16.72
7.710	30.73	16.72
7.711	30.58	16.69
7.712	30.40	16.63
7.713	30.19	16.54
7.714	29.94	16.42
7.715	29.65	16.26
7.716	29.33	16.08
7.717	28.98	15.87
7.718	28.61	15.62
7.719	28.21	15.36
7.720	27.80	15.06
7.721	27.38	14.75
7.722	26.94	14.41
7.723	26.50	14.05
7.724	26.06	13.68
7.725	25.62	13.29
7.726	25.17	12.89
7.727	24.73	12.47
7.728	24.28	12.05
7.729	23.84	11.62
7.730	23.41	11.18
7.731	22.98	10.73
7.732	22.57	10.29
7.733	22.17	9.85
7.734	21.79	9.41
7.735	21.42	8.98
